Name,City,Country,Address,Category,Type/Subcategory,Current level,Suggested PlantsPack level,Confidence,Verification level,Is verified,Action,Priority,Reason,Website,Source to scrape,Google Maps search,HappyCow/source search,Phone,Opening hours,Raw opening hours,Hours note,Image scrape source,Main image,Images count,Cuisine types,Description,Latitude,Longitude,Slug,Place ID,Data quality flags,Updated at
Derione,Rome,Italy,57 Viale della Marina,eat,restaurant,Vegan friendly,Vegan friendly,Medium,1,False,Keep / monitor,P3,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,https://derione.com/,https://derione.com/,https://www.google.com/maps/search/Derione%2057%20Viale%20della%20Marina%20Rome%20Italy,https://www.google.com/search?q=Derione%20Rome%20Italy%20HappyCow,+39 06 9293 9563,"Monday: 12:00–15:00, 19:00–23:30; Tuesday: 12:00–15:00, 19:00–23:30; Wednesday: 12:00–15:00, 19:00–23:30; Thursday: 12:00–15:00, 19:00–23:30; Friday: 12:00–15:00, 19:00–23:30; Saturday: 12:00–15:00, 19:00–23:30; Sunday: 12:00–15:00, 19:00–23:30","Mo-Su 12:00-15:00, 19:00-23:30",Parsed from raw hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/b4eb1537-438c-4bc9-bdf5-66c3198c3bb2.webp?v=mp2ef90c,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/b4eb1537-438c-4bc9-bdf5-66c3198c3bb2.webp?v=mp2ef90c,2,,"Vegan-friendly restaurant in Rome, Italy.",41.730053,12.2772199,derione-rome,b4eb1537-438c-4bc9-bdf5-66c3198c3bb2,low verification; generic/AI-like description,2026-05-12T08:58:48.56297+00:00
écru,Rome,Italy,"9;11;13 Via Acciaioli, Roma, 00186, Italy",eat,restaurant,100% vegan,100% vegan,High,3,False,Keep / monitor,P3,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,https://www.ecrurawfood.it/en/homepage-en/,https://www.ecrurawfood.it/en/homepage-en/,https://www.google.com/maps/search/%C3%A9cru%209%3B11%3B13%20Via%20Acciaioli%2C%20Roma%2C%2000186%2C%20Italy%20Rome%20Italy,https://www.google.com/search?q=%C3%A9cru%20Rome%20Italy%20HappyCow,+39 06 6880 4282,Monday: 10:00–20:00; Tuesday: 10:00–20:00; Wednesday: 10:00–20:00; Thursday: 10:00–22:00; Friday: 10:00–22:00; Saturday: 10:00–22:00; Sunday: 11:00–20:00,Mo 10:00-20:00; Tu 10:00-20:00; We 10:00-20:00; Th 10:00-22:00; Fr 10:00-22:00; Sa 10:00-22:00; Su 11:00-20:00,Parsed from raw hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/18a4056e-3fb6-46f3-9a26-a49a82f359cf.webp?v=mp1twuuq,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/18a4056e-3fb6-46f3-9a26-a49a82f359cf.webp?v=mp1twuuq,6,raw_food,"Fully vegan restaurant serving raw food cuisine in Roma, Italy.",41.8999604,12.4646068,ecru-roma,18a4056e-3fb6-46f3-9a26-a49a82f359cf,,2026-05-11T23:24:38.091647+00:00
Flower Burger Roma Alessandria,Rome,Italy,"21 Via Alessandria, Roma, 00198, Italy",eat,restaurant,100% vegan,100% vegan,High,3,False,Keep / monitor,P3,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,https://www.flowerburger.it/negozi/flower-burger-roma-alessandria/,https://www.flowerburger.it/negozi/flower-burger-roma-alessandria/,https://www.google.com/maps/search/Flower%20Burger%20Roma%20Alessandria%2021%20Via%20Alessandria%2C%20Roma%2C%2000198%2C%20Italy%20Rome%20Italy,https://www.google.com/search?q=Flower%20Burger%20Roma%20Alessandria%20Rome%20Italy%20HappyCow,396 8961 7725,"Monday: 12:30–15:00, 19:00–22:30; Tuesday: 12:30–15:00, 19:00–22:30; Wednesday: 12:30–15:00, 19:00–22:30; Thursday: 12:30–15:00, 19:00–22:30; Friday: 12:30–15:00, 19:00–22:30; Saturday: 12:30–15:00, 19:00–23:00; Sunday: 12:30–15:00, 19:00–23:00","Mo 12:30-15:00, 19:00-22:30; Tu 12:30-15:00, 19:00-22:30; We 12:30-15:00, 19:00-22:30; Th 12:30-15:00, 19:00-22:30; Fr 12:30-15:00, 19:00-22:30; Sa 12:30-15:00, 19:00-23:00; Su 12:30-15:00, 19:00-23:00",Parsed from raw hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/74ee42a3-a312-4652-9a45-33a2d506c7ed.webp?v=mp22w405,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/74ee42a3-a312-4652-9a45-33a2d506c7ed.webp?v=mp22w405,2,burger,"Fully vegan restaurant serving burger cuisine in Roma, Italy.",41.9107278,12.5005901,flower-burger-roma,74ee42a3-a312-4652-9a45-33a2d506c7ed,,2026-05-12T03:35:59.833515+00:00
Flower Burger Roma Gracchi,Rome,Italy,"87 Via dei Gracchi, 00192, Italy",eat,restaurant,100% vegan,100% vegan,High,3,False,Keep / monitor,P3,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,https://www.flowerburger.it/negozi/flower-burger-roma-gracchi/,https://www.flowerburger.it/negozi/flower-burger-roma-gracchi/,https://www.google.com/maps/search/Flower%20Burger%20Roma%20Gracchi%2087%20Via%20dei%20Gracchi%2C%2000192%2C%20Italy%20Rome%20Italy,https://www.google.com/search?q=Flower%20Burger%20Roma%20Gracchi%20Rome%20Italy%20HappyCow,396 4566 6538,"Monday: 12:00–15:30, 19:00–22:30; Tuesday: 12:00–15:30, 19:00–22:30; Wednesday: 12:00–15:30, 19:00–22:30; Thursday: 12:00–15:30, 19:00–22:30; Friday: 12:00–15:30, 19:00–22:30; Saturday: 12:00–15:30, 19:00–22:30; Sunday: 12:00–15:30, 19:00–22:30",12:00-15:30; 19:00-22:30,Assumed daily because raw hours have no weekdays,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/c0c6a686-6a3f-4bd7-9d18-82c5a47b7af9.webp?v=mp2fli5i,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/c0c6a686-6a3f-4bd7-9d18-82c5a47b7af9.webp?v=mp2fli5i,2,burger,"Fully vegan restaurant serving burger cuisine in Roma, Italy.",41.9078063,12.4621685,flower-burger-roma-2,c0c6a686-6a3f-4bd7-9d18-82c5a47b7af9,,2026-05-12T09:31:39.97728+00:00
Fratelli Piermattei,Rome,Italy,14-16,store,,100% vegan,100% vegan,Medium,2,False,Find website/source / Add hours / Add image / Verify 100% vegan,P0,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,,https://www.google.com/search?q=Fratelli%20Piermattei%20Rome%20Italy%20HappyCow,https://www.google.com/maps/search/Fratelli%20Piermattei%2014-16%20Rome%20Italy,https://www.google.com/search?q=Fratelli%20Piermattei%20Rome%20Italy%20HappyCow,+393713953602,,,Missing hours,https://www.google.com/maps/search/Fratelli%20Piermattei%2014-16%20Rome%20Italy,,0,,"This charming vegan shop in Rome offers a delightful selection of organic, plant-based products that celebrate the richness of vegan cuisine. With its warm atmosphere and standout offerings like artisanal cheeses and freshly baked goods, it's a beloved haven for vegans and food enthusiasts alike.",41.9176955,12.5592231,fratelli-piermattei,96c6502e-3ce3-4fec-82d4-8175d009a3f9,missing website; missing hours; missing image; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Fresco Baldo,Rome,Italy,58 Viale dell'Arte,eat,restaurant,Vegan friendly,Vegan friendly,Low,1,False,Find website/source / Add image,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,,https://www.google.com/search?q=Fresco%20Baldo%20Rome%20Italy%20HappyCow,https://www.google.com/maps/search/Fresco%20Baldo%2058%20Viale%20dell%27Arte%20Rome%20Italy,https://www.google.com/search?q=Fresco%20Baldo%20Rome%20Italy%20HappyCow,+39 06 6465 1079,Monday: 09:00–16:00; Tuesday: 09:00–16:00; Wednesday: 09:00–16:00; Thursday: 09:00–16:00; Friday: 09:00–16:00; Saturday: Closed; Sunday: Closed,Mo-Fr 09:00-16:00,Unspecified weekdays set to Closed,https://www.google.com/maps/search/Fresco%20Baldo%2058%20Viale%20dell%27Arte%20Rome%20Italy,,0,,"Vegan-friendly restaurant in Rome, Italy.",41.8290349,12.4738386,fresco-baldo-rome,6967b0ae-9808-419c-9d7e-bb0ce9431be7,missing website; missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Gaia Bio,Rome,Italy,"13 Largo Guido Cencetti, Roma, 00168, Italy",eat,restaurant,Mostly vegan,Mostly vegan,Medium,1,False,Keep / monitor,P3,"Strong plant-based/vegetarian or mostly vegan signal, but not enough evidence that everything is vegan.",https://www.ristorantebiologicoroma.com/,https://www.ristorantebiologicoroma.com/,https://www.google.com/maps/search/Gaia%20Bio%2013%20Largo%20Guido%20Cencetti%2C%20Roma%2C%2000168%2C%20Italy%20Rome%20Italy,https://www.google.com/search?q=Gaia%20Bio%20Rome%20Italy%20HappyCow,+39 06 3551 1307,"Monday: 12:30–14:45, 19:00–22:30; Tuesday: 12:30–14:45, 19:00–22:30; Wednesday: 12:30–14:45, 19:00–22:30; Thursday: 12:30–14:45, 19:00–22:30; Friday: 12:30–14:45, 19:00–22:30; Saturday: 12:30–14:45, 19:00–22:30; Sunday: 12:30–14:45, 19:00–22:30",12:30-14:45; 19:00-22:30,Assumed daily because raw hours have no weekdays,https://www.ristorantebiologicoroma.com/images/menu_immagini/ristorante_biologico_roma.png,https://www.ristorantebiologicoroma.com/images/menu_immagini/ristorante_biologico_roma.png,5,,"Gaia.bio organic restaurant and pizzeria in Rome with natural cuisine, offers a traditional, vegetarian and vegan menu, with a wide choice even for those with allergies. Pasta, bread, desserts and much more, strictly ""homemade""",41.9252738,12.4268015,gaia-bio-roma,40a6d067-96a4-4a52-9c67-10180d1e1b74,low verification,2026-05-11T08:35:32.871828+00:00
Gandhi 2,Rome,Italy,29 Via Genova,eat,,Vegan friendly,Vegan friendly,Low,1,False,Add hours / Add image,P2,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,http://www.gandhiroma2.eu/,http://www.gandhiroma2.eu/,https://www.google.com/maps/search/Gandhi%202%2029%20Via%20Genova%20Rome%20Italy,https://www.google.com/search?q=Gandhi%202%20Rome%20Italy%20HappyCow,+39 06 98183177,,,Missing hours,http://www.gandhiroma2.eu/,,0,indian,"This charming Indian café offers a delightful array of vegan dishes, showcasing the rich flavors and spices of Indian cuisine in a warm and inviting setting. Guests rave about the homemade naan, flavorful curries, and vibrant atmosphere, making it a beloved spot for plant-based eaters seeking authenticity in every bite.",41.8988777,12.4925078,gandhi-2,e644b319-cf7d-48d7-8aa4-7bf305ae8c33,missing hours; missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Gelateria CamBIOvita,Rome,Italy,54 Via del Governo Vecchio,eat,,Vegan friendly,Vegan friendly,Medium,1,False,Add image,P2,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,http://gelateriacambiovitaroma,http://gelateriacambiovitaroma,https://www.google.com/maps/search/Gelateria%20CamBIOvita%2054%20Via%20del%20Governo%20Vecchio%20Rome%20Italy,https://www.google.com/search?q=Gelateria%20CamBIOvita%20Rome%20Italy%20HappyCow,,Monday: 11:00–00:00; Tuesday: 11:00–00:00; Wednesday: 11:00–00:00; Thursday: 11:00–00:00; Friday: 11:00–00:00; Saturday: 11:00–00:00; Sunday: 11:00–00:00,Mo-Su 11:00-00:00,Parsed from raw hours,http://gelateriacambiovitaroma,,0,,"This charming café in Rome specializes in vegan gelato and offers a delightful array of plant-based treats, making it a haven for those seeking a sweet escape. With its cozy ambiance and innovative flavors, it has quickly become a favorite among vegans and dessert lovers alike.",41.8982406,12.4707581,gelateria-cambiovita,50feca74-6922-45a6-90d1-88b7a79eaa50,missing phone; missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Gelateria Della Palma,Rome,Italy,19-23 Via della Maddalena,eat,,Vegan friendly,Vegan friendly,Medium,1,False,Add image,P2,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,https://www.dellapalma.it/,https://www.dellapalma.it/,https://www.google.com/maps/search/Gelateria%20Della%20Palma%2019-23%20Via%20della%20Maddalena%20Rome%20Italy,https://www.google.com/search?q=Gelateria%20Della%20Palma%20Rome%20Italy%20HappyCow,,Monday: 08:30–00:30; Tuesday: 08:30–00:30; Wednesday: 08:30–00:30; Thursday: 08:30–00:30; Friday: 08:30–00:30; Saturday: 08:30–00:30; Sunday: 08:30–00:30,Mo-Su 08:30-00:30,Parsed from raw hours,https://www.dellapalma.it/,,0,,"This charming gelateria offers a delightful array of vegan gelato options, crafted with fresh, natural ingredients that capture the essence of Italian flavors. With its inviting atmosphere and a creative menu that includes unique seasonal offerings, it's a beloved spot for vegans seeking indulgent yet guilt-free treats in the heart of Rome.",41.9005361,12.4765198,gelateria-della-palma-roma,a042193a-9123-41b3-b74f-7d8be485808b,missing phone; missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Gelateria Valentino,Rome,Italy,96 Via del Lavatore,eat,cafe,Vegan friendly,Vegan friendly,Low,1,False,Add hours,P2,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,http://www.gelateriavalentino.it,http://www.gelateriavalentino.it,https://www.google.com/maps/search/Gelateria%20Valentino%2096%20Via%20del%20Lavatore%20Rome%20Italy,https://www.google.com/search?q=Gelateria%20Valentino%20Rome%20Italy%20HappyCow,06 678 3219,,,Missing hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/515cc4b1-c380-495e-ab80-03e67fa28b48.webp?v=mp1zfsna,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/515cc4b1-c380-495e-ab80-03e67fa28b48.webp?v=mp1zfsna,2,,"Vegan-friendly cafe in Rome, Italy.",41.9015042,12.4849583,gelateria-valentino-rome,515cc4b1-c380-495e-ab80-03e67fa28b48,missing hours; low verification,2026-05-12T01:59:19.788028+00:00
Govinda,Rome,Italy,"Via Santa Maria del Pianto, 16",eat,,Mostly vegan,Mostly vegan,Low,2,False,Add hours / Add image,P2,"Strong plant-based/vegetarian or mostly vegan signal, but not enough evidence that everything is vegan.",https://www.harekrsna.it/festa_della_domenica/i_centri/govinda_roma/dove_si_trova.asp,https://www.harekrsna.it/festa_della_domenica/i_centri/govinda_roma/dove_si_trova.asp,https://www.google.com/maps/search/Govinda%20Via%20Santa%20Maria%20del%20Pianto%2C%2016%20Rome%20Italy,https://www.google.com/search?q=Govinda%20Rome%20Italy%20HappyCow,06 - 6889 1540,,,Missing hours,https://www.harekrsna.it/festa_della_domenica/i_centri/govinda_roma/dove_si_trova.asp,,0,,Hare Krishna vegetarian restaurant,41.8935,12.476,govinda-rome,74689e4a-7fd9-48a1-9d4f-5f4bd5f844b9,missing hours; missing image,2026-05-11T08:35:32.871828+00:00
Gran Caffe La Notte,Rome,Italy,31/35 Via Giovanni Volpato,eat,cafe,Vegan friendly,Vegan friendly,Low,1,False,Find website/source / Add hours / Add image,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,,https://www.google.com/search?q=Gran%20Caffe%20La%20Notte%20Rome%20Italy%20HappyCow,https://www.google.com/maps/search/Gran%20Caffe%20La%20Notte%2031/35%20Via%20Giovanni%20Volpato%20Rome%20Italy,https://www.google.com/search?q=Gran%20Caffe%20La%20Notte%20Rome%20Italy%20HappyCow,396 557 5679,,,Missing hours,https://www.google.com/maps/search/Gran%20Caffe%20La%20Notte%2031/35%20Via%20Giovanni%20Volpato%20Rome%20Italy,,0,,"Vegan-friendly cafe in Rome, Italy.",41.8712239,12.4676532,gran-caffe-la-notte-rome,e9ea8b49-69aa-4337-8534-508a235b84c7,missing website; missing hours; missing image; low verification,2026-05-11T08:35:32.871828+00:00
"Grattacheccaro ""Alla Fonte d'Oro""",Rome,Italy,,eat,,Vegan friendly,Vegan friendly,Low,1,False,Find website/source / Fix address,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,,https://www.google.com/search?q=Grattacheccaro%20%22Alla%20Fonte%20d%27Oro%22%20Rome%20Italy%20HappyCow,https://www.google.com/maps/search/Grattacheccaro%20%22Alla%20Fonte%20d%27Oro%22%20Rome%20Italy,https://www.google.com/search?q=Grattacheccaro%20%22Alla%20Fonte%20d%27Oro%22%20Rome%20Italy%20HappyCow,,Monday: 10:00–02:00; Tuesday: 10:00–02:00; Wednesday: 10:00–02:00; Thursday: 10:00–02:00; Friday: 10:00–02:00; Saturday: 10:00–02:00; Sunday: 10:00–02:00,10:00-02:00,Assumed daily because raw hours have no weekdays,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/a3c91dad-e844-4a60-95a0-0d29ca289778.webp?v=mp27jmov,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/a3c91dad-e844-4a60-95a0-0d29ca289778.webp?v=mp27jmov,2,,"La grattachecca è una bevanda rinfrescante a base di ghiaccio e aromi, tipica della città di Roma.",41.8903397,12.4738754,grattacheccaro-alla-fonte-d-oro,a3c91dad-e844-4a60-95a0-0d29ca289778,missing website; missing phone; missing address; low verification,2026-05-12T05:46:15.601823+00:00
Guttilla,Rome,Italy,,eat,,Vegan friendly,Vegan friendly,Low,1,False,Find website/source / Fix address / Add image,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,,https://www.google.com/search?q=Guttilla%20Rome%20Italy%20HappyCow,https://www.google.com/maps/search/Guttilla%20Rome%20Italy,https://www.google.com/search?q=Guttilla%20Rome%20Italy%20HappyCow,,"Monday: 11:00–24:00, Sa11:00–01:00; Tuesday: 11:00–24:00, Sa11:00–01:00; Wednesday: 11:00–24:00, Sa11:00–01:00; Thursday: 11:00–24:00, Sa11:00–01:00; Friday: 11:00–24:00, Sa11:00–01:00; Saturday: Closed; Sunday: 11:00–24:00, Sa11:00–01:00","Su-Fr 11:00-24:00, Sa 11:00-01:00",Unspecified weekdays set to Closed,https://www.google.com/maps/search/Guttilla%20Rome%20Italy,,0,,"This charming vegan café delights visitors with a creative menu that showcases the rich flavors of Italian cuisine through plant-based ingredients. With a cozy atmosphere, Guttilla is beloved for its artisanal pastries and innovative dishes that make every meal a celebration of sustainability and taste.",41.907882,12.4624392,guttilla,0f5877e1-5b50-437d-b056-faab276f2363,missing website; missing phone; missing address; missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Il Gianforno,Rome,Italy,,eat,,Vegan friendly,Vegan friendly,Low,1,False,Find website/source / Fix address / Add hours / Add image,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,,https://www.google.com/search?q=Il%20Gianforno%20Rome%20Italy%20HappyCow,https://www.google.com/maps/search/Il%20Gianforno%20Rome%20Italy,https://www.google.com/search?q=Il%20Gianforno%20Rome%20Italy%20HappyCow,,,,Missing hours,https://www.google.com/maps/search/Il%20Gianforno%20Rome%20Italy,,0,,"This charming vegan-friendly café offers a delightful array of plant-based dishes inspired by traditional Italian cuisine, making it a must-visit for anyone seeking fresh, flavorful meals. With a cozy atmosphere adorned with rustic decor, diners rave about the innovative pasta options and seasonal desserts that showcase the best of local ingredients.",41.9316403,12.5193525,il-gianforno,01f837af-c997-4dc3-b802-5d54626aec83,missing website; missing phone; missing hours; missing address; missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
